#,Word,Pinyin,Part of speech,Simple Native‑Speaker Definition (in 简单话),isAtomic,modifyee,qualifiers,comment (native thinking & specificity note),speaking commonality index,writing commonality index,isIgnored
32,标准,biāozhǔn,"noun/adjective (standard; standard, typical)",(atomic – a rule for comparison),TRUE,—,—,Native thinks: “a measure or rule used for comparison.” Basic noun; atomic.,75,90,
61,标志,biāozhì,noun/verb (symbol; to mark),特别的记号,FALSE,记号,特别,Native thinks: “a distinctive sign.” Not atomic; defined as 特别的记号.,70,85,
60,标题,biāotí,"noun (title, heading)",文章或书的名字,FALSE,名字,文章/书,Native thinks: “the name of an article or book.” Not atomic; defined as 文章的名字.,70,85,
316,栋,dòng,measure word,一个房子,FALSE,个,房子,Native thinks: “a measure word for buildings.” Use 个.,50,65,
817,栏,lán,noun,挡住或分开的杆 / 报纸的一区,FALSE,杆 / 区,挡，报纸,Native thinks: “railing” or “column (in newspaper).”,60,65,
342,树,shù,noun (tree),(atomic – large plant),TRUE,—,—,Native thinks: “a large plant with a trunk and branches.” Basic plant; keep atomic.,85,80,
1068,树木,shùmù,noun (trees),树,FALSE,树,—,Native thinks: “trees.” Use 树. Not atomic.,70,75,
693,树林,shùlín,"noun (woods, forest)",很多树的地方,FALSE,地方,很多树,Native thinks: “a place with many trees.” Use 森林. Not atomic.,70,70,
1227,树立,shùlì,verb,立起来,FALSE,立,起来,Native thinks: “to establish (set up).”,55,70,
399,校园,xiàoyuán,noun (campus),学校的里面地方,FALSE,地方,学校里面,Native thinks: “the area inside a school.” Not atomic; defined as 学校里面的地方.,75,80,
400,校长,xiàozhǎng,"noun (principal, headmaster)",学校的头管理人,FALSE,人,学校，头管理,Native thinks: “the head manager of a school.” Not atomic; defined via 人 + 管理学校.,75,80,
1741,株,zhū,measure word,一棵,FALSE,棵,—,Native thinks: “measure word for plants.” Use 棵.,55,55,
1525,样,yàng,measure word,一种,FALSE,种,—,Native thinks: “measure word for kinds.” Use 种.,70,60,
857,样子,yàngzi,noun (appearance),外看的样子,TRUE,样子,外看,Native thinks: “the way something looks.” Not atomic; use 样子 as is.,80,80,
1334,样式,yàngshì,noun (style),样子,FALSE,样子,—,Native thinks: “style or form.” Use 样子. Not atomic.,70,80,
542,核心,héxīn,noun,最重要的中心,FALSE,中心,最重要,Native thinks: “the most important center.”,60,80,
403,根,gēn,noun/classifier (root; measure for long thin objects),(atomic – part of plant under ground),TRUE,—,—,Native thinks: “the part of a plant that grows underground.” Basic noun; atomic. Classifier sense ignored.,75,75,
145,根据,gēnjù,verb/preposition/noun (to base on; according to; basis),用某个东西做原因或理由,TRUE,—,—,Native thinks: “use something as a reason or basis.” Common logical word; keep atomic.,80,90,
404,根本,gēnběn,noun/adjective/adverb (foundation; fundamental; simply),"(atomic – basis, essential)",TRUE,—,—,Native thinks: “the foundation of something; also used for emphasis.” Basic; atomic.,70,85,
397,格外,géwài,adverb (especially),特别,FALSE,特别,—,Native thinks: “especially.” Use 特别. Not atomic.,65,75,
1105,桃,táo,noun (peach),圆形粉红水果,FALSE,水果,圆，粉红,Native thinks: “a round pink fruit.” Not atomic; defined as 圆的水果.,70,65,
2,案例,ànlì,"noun (case, example)",用来做例子的真实事,FALSE,事,例子,Native thinks: “a real event used as an example.” Not atomic; defined as 例子.,65,85,
295,桌子,zhuōzi,"noun (table, desk)",有平板的家具，放东西,FALSE,家具,平板，放东西,Native thinks: “furniture with a flat top for placing things.” Not atomic; defined via 家具 + 平板 + 放东西.,90,80,
274,档案,dàng’àn,noun,记录一个人或一件事的纸,FALSE,纸,记录，人或事,Native thinks: “papers that record a person or event.”,45,80,
581,桥,qiáo,noun (bridge),(atomic – structure over water),TRUE,—,—,Native thinks: “a structure built to cross a river or road.” Basic noun; atomic.,75,75,
1046,桥梁,qiáoliáng,noun,桥,FALSE,桥,—,Native thinks: “bridge.” Use 桥.,65,60,
749,桶,tǒng,noun (bucket),圆筒形装东西的容器,FALSE,容器,圆筒形,Native thinks: “a cylindrical container for holding things.” Not atomic; defined via 容器 + 圆筒.,70,65,
897,梅花,méihuā,noun,冬天开的花,FALSE,花,冬天开,Native thinks: “plum blossom.”,55,55,
505,梦,mèng,noun/verb (dream; to dream),睡觉时心里的故事,FALSE,故事,睡觉时,Native thinks: “a story in the heart while sleeping.” Not atomic; defined via 睡觉时的故事.,70,70,
506,梦想,mèngxiǎng,verb/noun (to dream; dream),心里很想做到的事,FALSE,事,心里很想,Native thinks: “something one very much wants to achieve.” Not atomic; defined via 心里很想的事.,70,75,
697,梨,lí,noun (pear),黄色甜水果,FALSE,水果,黄，甜,Native thinks: “a sweet yellow fruit.” Not atomic; defined as 水果.,70,65,
198,检查,jiǎnchá,"verb (to check, inspect)",仔细看有没有错,FALSE,看,仔细，有没有错,Native thinks: “look carefully to see if there are mistakes.” Not atomic; defined via 看 + 仔细 + 错.,80,85,
651,检测,jiǎncè,verb,查看有没有问题,FALSE,查看,有没有问题,Native thinks: “to test or inspect.”,50,75,
200,检票,jiǎnpiào,verb (ticket checking),看票对不对,FALSE,看,票，对不对,Native thinks: “check whether a ticket is correct.” Compound of 检 + 票; not atomic.,60,65,
656,检验,jiǎnyàn,verb,检查对错好坏,FALSE,检查,对错好坏,Native thinks: “to inspect and test.”,50,75,
906,棉,mián,noun,做衣服的软白毛,FALSE,毛,软，白，做衣服,Native thinks: “cotton.”,65,60,
1017,棋子,qízǐ,noun,下棋的小东西,FALSE,小东西,下棋,Native thinks: “chess piece.”,60,55,
507,棍,gùn,noun,长长的硬东西,FALSE,东西,长，硬,"Native thinks: “a long, hard object (like a stick).”",65,60,
13,棒,bàng,"adjective (great, excellent); noun (stick)",(adj: 很好；noun: 长木棍),FALSE,好/棍,很/长,Native thinks: “very good; a long stick.” Not atomic; two senses.,80,70,
21,棒球,bàngqiú,noun (baseball),用棒打的球,FALSE,球,用棒打,Native thinks: “a ball sport played with a bat.” Not atomic; defined as 用棒打的球.,65,65,
1786,棕色,zōngsè,noun,咖啡色,FALSE,颜色,咖啡,Native thinks: “brown color.”,65,55,
628,森林,sēnlín,noun (forest),很多树的地方,FALSE,地方,很多树,Native thinks: “a place with many trees.” Not atomic; defined as 很多树的地方.,70,75,
424,棵,kē,"classifier (trees, plants)",(not used – use 个),FALSE,—,—,Native thinks: “measure word for plants.” Classifier ignored; use 个.,60,55,
260,椅子,yǐzi,noun (chair),坐的东西,FALSE,东西,坐,Native thinks: “something to sit on.” Not atomic; defined via 东西 + 坐.,85,75,
949,植物,zhíwù,noun (plant),(atomic – living thing that grows in soil),TRUE,—,—,Native thinks: “a living thing that grows from the ground.” Basic noun; atomic.,80,85,
91,楼,lóu,"noun (building, floor)",多层的房子,FALSE,房子,多层,Native thinks: “a building with multiple floors.” Not atomic; defined via 房子 + 多层.,85,80,
261,楼梯,lóutī,noun (stairs),上下楼用的台阶,FALSE,台阶,上下楼,Native thinks: “steps used to go up and down floors.” Not atomic; defined as 上下楼用的台阶.,75,70,
860,楼道,lóudào,noun,楼里的过道,FALSE,过道,楼里,"Native thinks: “corridor, hallway.”",65,60,
383,概念,gàiniàn,noun (concept),心里想的想法,FALSE,想法,心里想,Native thinks: “an idea in the mind.” Not atomic; defined as 心里想的想法.,70,85,
382,概括,gàikuò,verb/adjective (to summarize; general),总的说,FALSE,说,总的,Native thinks: “to speak in general terms.” Not atomic; defined as 总的说.,65,80,
416,概率,gàilǜ,noun,可能发生的比例,FALSE,比例,可能发生,Native thinks: “the proportion of how likely something is.”,40,75,
20,榜样,bǎngyàng,noun (example),值得学的人或事,FALSE,人/事,值得学,Native thinks: “a person or thing worth imitating.” Not atomic; defined as 好的例子.,70,80,
931,模仿,mófǎng,verb,照别人做,FALSE,做,照别人,Native thinks: “to imitate.”,60,65,
935,模型,móxíng,noun,照着做的小样子,FALSE,样子,小，照着做,Native thinks: “model (miniature).”,55,65,
783,模式,móshì,noun (pattern),做事的固定方式,FALSE,方式,固定,Native thinks: “a fixed way of doing things.” Not atomic; defined as 固定的方式.,65,85,
932,模拟,mónǐ,verb,做出和真的一样,FALSE,做,和真的一样,Native thinks: “to simulate.”,50,70,
937,模样,múyàng,noun,样子,FALSE,样子,—,"Native thinks: “appearance, look.” Use 样子.",65,60,
933,模特儿,mótèr,noun,穿衣服给人看的人,FALSE,人,穿衣服，给人看,Native thinks: “model (fashion).”,55,55,
782,模糊,móhu,adjective/verb (vague; to blur),不清楚,FALSE,清楚,不,Native thinks: “not clear.” Not atomic; defined as 不清楚.,65,80,
548,横,héng,adjective / verb / noun,从左到右 / 横着放 / 横的线,FALSE,方向 / 放 / 线,左到右,Native thinks: “horizontal (left to right)” / “to place horizontally” / “a horizontal line.”,65,65,
635,橘子,júzi,noun (orange),圆形橙色水果,FALSE,水果,圆，橙色,Native thinks: “a round orange fruit.” Not atomic; defined as 圆的水果.,75,65,
153,橙子,chéngzi,noun (orange),圆形水果，皮橙色，酸甜,FALSE,水果,圆，橙色，酸甜,"Native thinks: “a round fruit with orange skin, sweet and sour.” Not atomic; defined via 水果 + 橙+酸甜.",70,65,
1259,橡皮,xiàngpí,noun (eraser),擦字的工具,FALSE,工具,擦字,Native thinks: “a tool for erasing writing.” Not atomic; defined as 擦字的工具.,70,65,
868,欠,qiàn,verb (to owe),该给没给,FALSE,该,给没给,Native thinks: “should give but haven’t.” Not atomic; defined as 欠钱.,70,75,
23,次,cì,classifier/adjective (measure for times; next in order),(),TRUE,—,—,Native thinks: “a time; next.” Classifier ignored; for order use 下一个. Not atomic.,85,80,
221,次数,cìshù,noun,做了多少回,FALSE,回,做了多少,Native thinks: “how many times something is done.”,65,70,
575,欢乐,huānlè,adjective,高兴,FALSE,高兴,—,Native thinks: “happy.” Use 高兴.,65,65,
177,欢迎,huānyíng,verb (to welcome),高兴地接来的人,FALSE,接,高兴地，来的人,Native thinks: “happily receive someone who comes.” Not atomic; defined via 接 + 高兴.,85,80,
1280,欣赏,xīnshǎng,verb (to appreciate),看并且喜欢,FALSE,看,喜欢,Native thinks: “to look at and like.” Not atomic; defined as 喜欢看.,70,75,
808,欧洲,Ōuzhōu,noun (Europe),(atomic – one of the seven continents),TRUE,—,—,Native thinks: “the continent west of Asia.” Proper noun; atomic.,70,85,
1614,欲望,yùwàng,noun,心里很想,FALSE,心里,很想,Native thinks: “desire.”,65,70,
1012,欺骗,qīpiàn,verb,骗,FALSE,骗,—,Native thinks: “to deceive.” Use 骗.,60,70,
805,款,kuǎn,noun / measure word,一笔钱 / 一个东西,FALSE,钱 / 个,一笔,Native thinks: “a sum of money” or “measure for items.”,60,70,
806,款式,kuǎnshì,noun,样子,FALSE,样子,—,"Native thinks: “style, design.” Use 样子.",55,65,
1455,歇,xiē,verb,停一会儿,FALSE,停,一会儿,Native thinks: “to rest.”,70,60,
58,歌,gē,noun (song),唱出来的好听声音,FALSE,声音,唱出，好听,Native thinks: “pleasant sounds produced by singing.” Not atomic; defined via 声音 + 唱 + 好听.,80,75,
442,歌唱,gēchàng,verb,用美好的声音唱,FALSE,唱,美好的声音,Native thinks: “to sing with a beautiful voice.”,60,65,
242,歌声,gēshēng,"noun (singing voice, song)",唱歌的声音,FALSE,声音,唱歌,Native thinks: “the sound of singing.” Not atomic; defined as 唱歌的声音.,70,70,
243,歌手,gēshǒu,noun (singer),唱歌的人,FALSE,人,唱歌,Native thinks: “a person who sings.” Not atomic; defined as 唱歌的人.,75,70,
395,歌曲,gēqǔ,noun (song),歌,FALSE,歌,—,Native thinks: “song.” Use 歌. Not atomic.,75,75,
394,歌词,gēcí,noun (lyrics),歌里的词,FALSE,词,歌里,Native thinks: “the words of a song.” Not atomic; defined as 歌里的词.,70,70,
1506,止,zhǐ,verb (to stop),(atomic – to stop),TRUE,—,—,Native thinks: “to halt or bring to an end.” Basic verb; atomic.,70,80,
191,正,zhèng,"adverb/adjective (just, exactly, right; straight)",(atomic – precise or upright),TRUE,—,—,Native thinks: “exactly; not crooked.” Basic adverb/adjective; atomic.,80,85,
1692,正义,zhèngyì,noun / adjective,对,FALSE,对,—,Native thinks: “justice” or “just.” Use 对.,60,70,
286,正在,zhèngzài,adverb (in the process of),正在,FALSE,在,—,Native thinks: “currently doing.” Use 在 alone. Not atomic.,80,80,
933,正好,zhènghǎo,adjective/adverb (exactly right),刚刚好,FALSE,好,刚刚,Native thinks: “just right.” Not atomic; defined as 刚刚好.,75,75,
1496,正如,zhèngrú,verb (just like),正像,FALSE,像,正,Native thinks: “exactly like.” Not atomic; defined as 正像.,65,80,
932,正常,zhèngcháng,adjective (normal),平常，不奇怪,FALSE,平常,—,"Native thinks: “usual, not strange.” Use 平常. Not atomic.",75,85,
937,正式,zhèngshì,adjective (formal),正规的，正式的,FALSE,正规,—,"Native thinks: “official, not casual.” Not atomic; defined as 正规的.",70,85,
936,正确,zhèngquè,adjective (correct),对,FALSE,对,—,"Native thinks: “right, not wrong.” Use 对. Not atomic.",75,85,
1689,正规,zhèngguī,adjective,正式,FALSE,正式,—,"Native thinks: “regular, formal.” Use 正式.",60,70,
1690,正面,zhèngmiàn,noun / adjective,前面 / 好的,FALSE,前面 / 好,—,Native thinks: “front side” or “positive.”,65,65,
99,此,cǐ,pronoun (this),(atomic – this),TRUE,—,—,Native thinks: “this (formal).” Basic pronoun; atomic.,60,85,
219,此刻,cǐkè,noun,现在这个时候,FALSE,时候,现在,Native thinks: “this moment right now.” Use 现在.,55,70,
197,此前,cǐqián,noun (before this),这以前,FALSE,以前,这,Native thinks: “before this.” Not atomic; defined as 这以前.,65,75,
196,此后,cǐhòu,noun (after this),这以后,FALSE,以后,这,Native thinks: “after this.” Not atomic; defined as 这以后.,65,75,
101,此外,cǐwài,"conjunction (besides, in addition)",除了这个还有,FALSE,除了,这个，还有,Native thinks: “in addition to this.” Not atomic; use 还有.,65,75,
198,此时,cǐshí,noun (at this moment),这个时候,FALSE,时候,这个,Native thinks: “this moment.” Not atomic; defined as 这个时候.,70,75,
